"08/09/16, 10:44 - יצרת את הקבוצה ""פרוייקט"""
21/04/17, 10:00 - אנונימוס: מה הוא מפיל עליי כל הזמן
21/04/17, 10:00 - אנונימוס: אתם לא אומרים כלום
21/04/17, 10:00 - אנונימוס: חחחח
21/04/17, 10:01 - אנונימוס: זדיין אתמול הוא התקשר אלי
21/04/17, 10:01 - Yochai: זה לא מפיל פשוט זורק עליך אחראיות
21/04/17, 10:01 - אנונימוס: מה אכפת לי מה הוא אומר לי לעשות מצגת לבד
21/04/17, 10:01 - אנונימוס: כאילו שמשעמם לי בחיים
21/04/17, 10:01 - Yochai: אנונימוס עדכנת את השרת?
21/04/17, 10:01 - Yochai: המתייג
21/04/17, 10:02 - אנונימוס: שחכץי
21/04/17, 10:02 - אנונימוס: אתם אמרתם שאתם יכולים ברביעי?
21/04/17, 10:03 - Yochai: לא צריך להיות באוניברסיטה כדי לעדכן אותו נכון?
21/04/17, 10:03 - אנונימוס: צריך
21/04/17, 10:05 - אנונימוס: <מדיה הושמטה>
21/04/17, 10:06 - אנונימוס: לא יודע למה
21/04/17, 10:07 - אנונימוס: אתה אמרת שכן חח
21/04/17, 10:08 - Yochai: באה לברקה חדר צמוד אלינו
21/04/17, 10:08 - Yochai: הלוואי
21/04/17, 10:08 - אנונימוס: לא נראה לי חח
21/04/17, 10:09 - Yochai: יאללה עוד שעתיים
21/04/17, 10:14 - אנונימוס: איזה חום איך אפשר לרוץ ככה
21/04/17, 10:16 - אנונימוס: עכשיו יסרתי מריצה יעגל
21/04/17, 10:16 - אנונימוס: חזרתי
21/04/17, 10:16 - אנונימוס: <מדיה הושמטה>
"21/04/17, 10:16 - אנונימוס: אי אפשר חם בב""ש"
21/04/17, 10:16 - אנונימוס: אני ארוץ בערב
21/04/17, 10:19 - אנונימוס: <מדיה הושמטה>
21/04/17, 10:19 - אנונימוס: איתי הלך ישששש
21/04/17, 10:51 - אנונימוס: חחח אנונימוס לבד בבית
21/04/17, 10:51 - אנונימוס: שם פורנו מדליק רמקולים
21/04/17, 10:51 - אנונימוס: אני בצום
21/04/17, 10:55 - Yochai: חחח
21/04/17, 10:56 - אנונימוס: יוחאמ
21/04/17, 10:56 - אנונימוס: תעשה שידור חי
21/04/17, 10:56 - אנונימוס: בקעקוע
21/04/17, 10:56 - אנונימוס: נצחק קצת
21/04/17, 10:56 - אנונימוס: מה נסגר עם הפייסבוק רק מראה זבל וםרסומות
21/04/17, 10:56 - אנונימוס: רוצה לראות בחורות
21/04/17, 10:57 - אנונימוס: תמונות מהפנגויה
21/04/17, 10:57 - אנונימוס: תראה את יוחאי עושה קעקוע
21/04/17, 10:57 - Yochai: חחח
21/04/17, 10:57 - אנונימוס: <מדיה הושמטה>
21/04/17, 11:00 - אנונימוס: סע במונית יקמצן
21/04/17, 11:03 - אנונימוס: <מדיה הושמטה>
21/04/17, 11:03 - אנונימוס: <מדיה הושמטה>
21/04/17, 11:07 - אנונימוס: <מדיה הושמטה>
21/04/17, 12:40 - אנונימוס: יוחאי מחכים לתמונה
21/04/17, 12:40 - אנונימוס: שלח את הid של הפוסט
21/04/17, 12:40 - אנונימוס: זובי
21/04/17, 12:40 - אנונימוס: נו
21/04/17, 13:03 - אנונימוס: חחח שלחתי לערן משוואה לבדוק אם הוא סאחי
21/04/17, 13:33 - Yochai: עדיין מחכה פה
21/04/17, 13:34 - אנונימוס: <מדיה הושמטה>
21/04/17, 15:48 - Yochai: <מדיה הושמטה>
21/04/17, 15:50 - אנונימוס: חזקקק!
21/04/17, 15:50 - אנונימוס: תתחדש
21/04/17, 15:51 - Yochai: תודה😀😀
21/04/17, 15:51 - Yochai: וואלה לא כאב בכלל
21/04/17, 15:51 - אנונימוס: באמת?
21/04/17, 15:51 - Yochai: כן
21/04/17, 15:51 - אנונימוס: בטח זה אזור לא כואב
21/04/17, 15:52 - Yochai: צריך לחשוב על עוד משהו עכשיו
21/04/17, 15:52 - אנונימוס: חחחח ימכור
21/04/17, 15:52 - Yochai: חחח
21/04/17, 15:52 - אנונימוס: תעשה שרוול
21/04/17, 15:52 - Yochai: אנונימוס בנתיים סיים את המצגת?
21/04/17, 15:52 - אנונימוס: כמו לדיאבלה
21/04/17, 15:52 - אנונימוס: הוא עובד על האי רוני
21/04/17, 15:52 - אנונימוס: האי כנס*
21/04/17, 15:53 - Yochai: חחח
21/04/17, 15:53 - אנונימוס: חחח מדויק
21/04/17, 15:53 - אנונימוס: תתחדש
21/04/17, 15:53 - Yochai: תודה
22/04/17, 03:17 - אנונימוס: ברכת הגומל שספיר ומור לא היו
22/04/17, 03:17 - אנונימוס: פרג כרגיל שרף ושרף
22/04/17, 13:52 - אנונימוס: שומר לנו מקום במילבה ליום ראשון :) היה כיף אז
22/04/17, 13:52 - אנונימוס: למשחק כמובן
22/04/17, 16:04 - Yochai: חחחח
22/04/17, 16:04 - Yochai: דבר ראשון
22/04/17, 16:04 - Yochai: צריכים לצבור כוחות לברקה אילת
22/04/17, 16:04 - Yochai: דבר שני
22/04/17, 16:04 - Yochai: ביום ראשון יש לך את ארז
22/04/17, 16:49 - אנונימוס: זה יום השואה
22/04/17, 16:49 - אנונימוס: לא יהיה שידור
22/04/17, 16:49 - אנונימוס: טפיייי
22/04/17, 20:08 - Yochai: נשב מחר על המצגת?
22/04/17, 21:16 - אנונימוס: כן
23/04/17, 12:58 - שינית את תמונת הקבוצה
23/04/17, 13:06 - Yochai: הלו תשיגו לי כרטיס למסיבת בריכה הראשונה ביום הסטודנט
23/04/17, 13:06 - אנונימוס: חחחחחחחח מי זה האפס הזה
23/04/17, 13:06 - אנונימוס: יהיה מה אתה דואג
23/04/17, 13:07 - אנונימוס: אני מאשר אחרי שאנונימוס מאשר
23/04/17, 13:07 - אנונימוס: אני לא יכול חמישי הבא כנראה אני נוסע לאילת עם חברה שלי
23/04/17, 13:07 - אנונימוס: אבל עוד לא באוי
23/04/17, 13:07 - אנונימוס: בטוח
23/04/17, 13:07 - Yochai: חרטטן
23/04/17, 13:07 - Yochai: חחח
23/04/17, 13:07 - אנונימוס: תלכו אתם אצטרף בסקייפ
23/04/17, 13:08 - אנונימוס: חחח
23/04/17, 13:08 - Yochai: אנונימוס אל תאשר
23/04/17, 13:08 - אנונימוס: באמת
23/04/17, 13:08 - אנונימוס: חח אפס
23/04/17, 13:08 - אנונימוס: הומו
23/04/17, 13:09 - אנונימוס: מה אתה רושם את זה
23/04/17, 13:09 - Yochai: שנאשר קו ואז גם לי יצוץ איזה תיקון בקעקוע
23/04/17, 13:09 - אנונימוס: יצוץ לי דייט
23/04/17, 13:09 - אנונימוס: זדיינו
23/04/17, 13:09 - אנונימוס: זה לא הגיוני
23/04/17, 13:09 - אנונימוס: ארז לא יקנה את זנ
23/04/17, 13:09 - אנונימוס: אהה זה בבוקר אז אמצא משהו
23/04/17, 13:10 - Yochai: אנונימוס תגיד שאתה בהנג אובר
23/04/17, 13:10 - אנונימוס: תלך לשם
23/04/17, 13:10 - אנונימוס: לא יצוץ כלום, יגיד שיש לי משהו
23/04/17, 13:10 - אנונימוס: ותגיד יש לי לייק בטינדר חייב ללגצ
23/04/17, 13:10 - אנונימוס: ללכת
23/04/17, 13:10 - אנונימוס: לא הולך אם אתם לא שם
23/04/17, 13:10 - אנונימוס: למה לי משעמם אין לי מה לעשות שם
23/04/17, 13:10 - אנונימוס: שיביאו DATA בלי שאלות
23/04/17, 13:11 - אנונימוס: הניתוח הזה לא אומר כלום
23/04/17, 13:11 - אנונימוס: פגישה מיותרת
23/04/17, 13:11 - אנונימוס: מסכים
23/04/17, 13:11 - Yochai: תקשיבו צריכים לשבת על המצגת היום.. אני לא יכול בערב
23/04/17, 13:12 - Yochai: אנונימוס מתי אתה מגיע
23/04/17, 14:12 - אנונימוס: מורדוך רזתה
23/04/17, 14:12 - אנונימוס: כל הכבוד לה
23/04/17, 14:31 - Yochai: חחחח מה הוא מצחיק
23/04/17, 14:31 - Yochai: זה יוצא יום שישי
23/04/17, 14:31 - Yochai: הנה שינה
23/04/17, 15:54 - Yochai: <מדיה הושמטה>
23/04/17, 15:55 - Yochai: אנונימוס תראה מה מצאתי
23/04/17, 15:55 - אנונימוס: נו זה מלפני שנה
23/04/17, 15:56 - Yochai: השנה תהיה נקמה
23/04/17, 15:57 - אנונימוס: אתה לא מתבייש כבר נקמו בי רטרו
23/04/17, 15:57 - Yochai: בוקר טוב פולקה
23/04/17, 15:57 - Yochai: צהריים טובים פולקה
23/04/17, 15:57 - Yochai: ערב טוב פולקה
23/04/17, 15:57 - אנונימוס: אחרי מה שפרג עשה לי זה נקמה לכל החיים
23/04/17, 15:57 - אנונימוס: חחח אני אשלח לה אזהרת מסע מראש
23/04/17, 15:57 - Yochai: חחח
23/04/17, 15:58 - אנונימוס: הבן אדם שרף אותי בשישי גם
23/04/17, 15:58 - אנונימוס: בן אדם חסר מוח ושכל
23/04/17, 15:58 - אנונימוס: אם ספיר ומור היו שם הייתי חותך תוריד כבר
23/04/17, 15:58 - Yochai: ראיתי כל הסחים היו אצלך
23/04/17, 16:00 - אנונימוס: מלא סחים
23/04/17, 16:01 - אנונימוס: מה עשה הסאחי
23/04/17, 16:01 - אנונימוס: הזכיר את השם המפורש של פולקע בפני רבים
23/04/17, 16:01 - אנונימוס: ולא רק אותה
23/04/17, 16:02 - אנונימוס: יותר לא מסתובב איתו בחברת אנשים חדשים
23/04/17, 18:15 - Yochai: רוצים לבוא אלי היום ליום הולדת של שי?
23/04/17, 18:15 - Yochai: כאילו סתם מכינים פה שקשוקה עם חברות שלה
23/04/17, 18:16 - אנונימוס: יש משחק ימנייאק
23/04/17, 18:16 - אנונימוס: קלסיקו
23/04/17, 18:16 - Yochai: באיזה ערוץ
23/04/17, 18:16 - אנונימוס: אינטרנט
23/04/17, 18:16 - Yochai: אז נראה במחשב
23/04/17, 18:16 - Yochai: ועל הדרך נהיה בשיחה עם ארז
23/04/17, 18:23 - אנונימוס: מתי
23/04/17, 18:28 - Yochai: תשע נראלי
23/04/17, 18:35 - אנונימוס: טוב
23/04/17, 18:38 - אנונימוס: אני ברכבת
23/04/17, 18:42 - אנונימוס: להביא משהו?
23/04/17, 18:48 - Yochai: לא
23/04/17, 18:48 - אנונימוס: מה אנחנו נראה משחק והן יאכלו שקשוקה
23/04/17, 18:48 - Yochai: כן
23/04/17, 18:48 - אנונימוס: תביא פייסל יאפס
23/04/17, 18:49 - אנונימוס: ואיזה שיחה יש עם ארז היום?
23/04/17, 21:00 - Yochai: אין
23/04/17, 21:24 - אנונימוס: באים
23/04/17, 21:24 - Yochai: באים לאן
23/04/17, 21:24 - Yochai: מי
23/04/17, 21:24 - Yochai: מו
24/04/17, 15:25 - אנונימוס: הרגע שאתה רואה את ארז מרחוק 😳
24/04/17, 15:26 - אנונימוס: אתה הולך בזהירות
24/04/17, 15:26 - אנונימוס: אט אט צעד צעד
24/04/17, 15:40 - Yochai: חחח
24/04/17, 16:17 - אנונימוס: 😴😴
24/04/17, 17:33 - אנונימוס: בואו לבקר את מרזל
24/04/17, 19:56 - אנונימוס: יוחאי מנגה היום?
24/04/17, 19:56 - אנונימוס: אטלי אנונימוס גם יספיק לבוא
24/04/17, 19:58 - אנונימוס: יוחאי אתה לא למטה
24/04/17, 19:58 - Yochai: זדיין אני מגיע בעשר
24/04/17, 19:58 - Yochai: תתחיל לבד
24/04/17, 19:58 - אנונימוס: 10 במנגה
24/04/17, 19:58 - אנונימוס: טוב 10 במנגה אני הולך להתאמן
24/04/17, 19:59 - אנונימוס: לך לעבוד
24/04/17, 19:59 - אנונימוס: הרגע קמתי... מסדר את החדר אימון אוכל
24/04/17, 20:11 - אנונימוס: קיצר מה
24/04/17, 20:47 - אנונימוס: אני בא
24/04/17, 20:47 - אנונימוס: איפה מנייאש
24/04/17, 21:15 - אנונימוס: נו מה הסרט יוחאי ירדתי אחרי שניה
24/04/17, 21:24 - Yochai: יצאתי
24/04/17, 21:28 - אנונימוס: מהארון?
24/04/17, 21:28 - Yochai: לרוזה עם חברות של שי
24/04/17, 21:28 - Yochai: אני אבוא ב23 וחצי
24/04/17, 21:28 - אנונימוס: סבבה
24/04/17, 21:28 - אנונימוס: אנחנו נתחיל
24/04/17, 21:28 - אנונימוס: אתנ תמשיך
24/04/17, 21:29 - אנונימוס: 2330 אני במנגה
24/04/17, 21:30 - Yochai: איפה אנונימוס
24/04/17, 21:30 - אנונימוס: פב
24/04/17, 21:30 - אנונימוס: פתחתי לך עמדה
25/04/17, 07:38 - אנונימוס: קמתי עכשיו
25/04/17, 07:53 - Yochai: עדכנו משהו בפייסבוק לגבי תשובה מארמין?
25/04/17, 07:54 - אנונימוס: kt
25/04/17, 08:12 - Yochai: אנונימוס התעוררת?
25/04/17, 08:19 - אנונימוס: כן עכשיו יוצא
25/04/17, 08:19 - אנונימוס: יצאתם?
25/04/17, 08:21 - אנונימוס: כן
25/04/17, 08:21 - Yochai: אני באוניברסיט
25/04/17, 08:21 - אנונימוס: שקר לא רואה אותך
25/04/17, 08:22 - Yochai: ב90
25/04/17, 08:22 - אנונימוס: יוחאי שמת את המצגת? תוריד את המחברת
25/04/17, 08:22 - אנונימוס: לא הצלחתי לעלות
25/04/17, 08:22 - Yochai: איפה זה
25/04/17, 08:22 - Yochai: הכיתה
25/04/17, 08:23 - אנונימוס: אנונימוס יחרטטן רק קמת
25/04/17, 08:23 - Yochai: אנונימוס צריך את המתייג ימניאק
25/04/17, 08:23 - אנונימוס: יוחאי תסלח לי
25/04/17, 08:26 - אנונימוס: חח אני בדרך
25/04/17, 08:27 - Yochai: אנונימוס גם אתה לא יצאת?
25/04/17, 08:27 - אנונימוס: יצאתי
25/04/17, 08:28 - אנונימוס: אני 2 דק שה
25/04/17, 08:28 - Yochai: שתי דקות שם כמו שאנונימוס התעורר כבר
25/04/17, 08:29 - אנונימוס: <מדיה הושמטה>
25/04/17, 08:33 - אנונימוס: מה הכיתה
25/04/17, 08:33 - אנונימוס: אני אצטרף בסקייפ
25/04/17, 08:38 - אנונימוס: איפה סה
25/04/17, 08:38 - Yochai: 242
25/04/17, 08:39 - אנונימוס: 242
25/04/17, 08:39 - אנונימוס: עלק יצאת אז
25/04/17, 08:45 - אנונימוס: הלכתי לישון מאוחר אני עייף 😔 לא מציג
25/04/17, 14:39 - אנונימוס: תעדכנו שיש הפסקה
25/04/17, 14:52 - Yochai: אנונימוס
25/04/17, 14:52 - Yochai: מה המיקום שלך
25/04/17, 14:52 - אנונימוס: bja
25/04/17, 14:52 - אנונימוס: נחש
25/04/17, 14:52 - Yochai: גברת שמילוביץ כאן
25/04/17, 14:52 - אנונימוס: אנונימוס המניאק
25/04/17, 14:53 - Yochai: איזה אנונימוס
25/04/17, 14:53 - Yochai: אתה רעב?
25/04/17, 14:53 - אנונימוס: הוא המציא את השם החדש
25/04/17, 14:53 - אנונימוס: אני בדיוק מחמם לי אוכל חח רוצה שאריות
25/04/17, 14:53 - אנונימוס: ?
25/04/17, 14:53 - Yochai: לך תקנה לנו צניצל בחתול
25/04/17, 14:53 - אנונימוס: חחח אוכל קציצות
25/04/17, 14:53 - Yochai: מה אתה אוכל
25/04/17, 14:53 - Yochai: עם מה
25/04/17, 14:53 - אנונימוס: כוסמת
25/04/17, 14:57 - אנונימוס: אני בחוץ אוכל
25/04/17, 15:24 - Yochai: איפה אתם
25/04/17, 15:25 - אנונימוס: איפה אתה
25/04/17, 15:25 - אנונימוס: אני מסתובב
25/04/17, 15:25 - אנונימוס: אין לי כח לעבוד יצאתי עכשייץו
25/04/17, 15:27 - אנונימוס: <מדיה הושמטה>
25/04/17, 15:28 - Yochai: מזה
25/04/17, 15:28 - אנונימוס: חח יותר טוב לל
25/04/17, 15:28 - אנונימוס: לל
25/04/17, 15:28 - אנונימוס: לך
25/04/17, 15:28 - Yochai: העבירו מקום
25/04/17, 15:28 - אנונימוס: זה כאן
25/04/17, 15:28 - אנונימוס: העבירו את זה לקומה 2
25/04/17, 15:29 - אנונימוס: ליד הדיילי
25/04/17, 15:42 - אנונימוס: אני עכשיו פה בחוץ מחכה לכם או משהו
25/04/17, 15:43 - אנונימוס: אני משועמם
25/04/17, 15:43 - אנונימוס: בחוץ יענו ליד הדלת
25/04/17, 15:54 - אנונימוס: '😔
25/04/17, 15:56 - Yochai: מה יש לעשות בביג
25/04/17, 15:56 - אנונימוס: אין
25/04/17, 15:56 - אנונימוס: בגד ים משקפיים
25/04/17, 15:57 - שינית את תמונת הקבוצה
25/04/17, 15:57 - אנונימוס: רואים שאתה מפגר
25/04/17, 15:57 - אנונימוס: בגד ים תקנה שם באילת
25/04/17, 15:57 - אנונימוס: יותר זול
25/04/17, 15:57 - אנונימוס: גם משקפיים
25/04/17, 15:57 - אנונימוס: גם קונדומים
25/04/17, 15:57 - Yochai: למה קונדומים
25/04/17, 15:58 - אנונימוס: למלא מים לזרוק על בחורות
25/04/17, 16:04 - אנונימוס: נו
25/04/17, 16:05 - אנונימוס: כמה זמן
25/04/17, 16:05 - ‏אנונימוס החליף/ה את תמונת קבוצה זו
25/04/17, 16:06 - אנונימוס: כנס תבקש הפסקה
25/04/17, 17:09 - Yochai: יש רכב?
25/04/17, 17:10 - אנונימוס: בבירור
25/04/17, 17:23 - אנונימוס: מי זאת בתמונה
25/04/17, 17:26 - אנונימוס: 😍
25/04/17, 17:26 - אנונימוס: אתם נוסעים
25/04/17, 17:26 - אנונימוס: ?
25/04/17, 17:26 - אנונימוס: <מדיה הושמטה>
25/04/17, 17:36 - אנונימוס: חחחח ישש
25/04/17, 17:36 - אנונימוס: למה אנטולי לא שחרר לך תאוטו?
25/04/17, 20:26 - אנונימוס: לא היה מפתח
25/04/17, 20:26 - אנונימוס: מה קנית יאפס
25/04/17, 20:28 - אנונימוס: חחח בגדים של קמצנים
25/04/17, 20:28 - אנונימוס: בתמנון?
25/04/17, 20:29 - אנונימוס: ובני זונות לא היה להם בהיסטוריה את המספר עיניין שלי
25/04/17, 20:29 - אנונימוס: אז לא קניתי
26/04/17, 15:28 - Yochai: אנונימוס איפה אתה
26/04/17, 15:56 - אנונימוס: מרק
26/04/17, 17:46 - אנונימוס: <מדיה הושמטה>
26/04/17, 17:47 - אנונימוס: אחלה תספורת אצל יואל
28/04/17, 22:59 - אנונימוס: <מדיה הושמטה>
28/04/17, 22:59 - אנונימוס: טכנו לאנונימוס
28/04/17, 23:30 - אנונימוס: איפה
29/04/17, 01:38 - Yochai: <מדיה הושמטה>
29/04/17, 09:41 - אנונימוס: חחחח
29/04/17, 20:42 - אנונימוס: חזרתם?
29/04/17, 20:43 - Yochai: בדרך
29/04/17, 20:43 - אנונימוס: למה מתי יצאתם
29/04/17, 20:43 - Yochai: שש
01/05/17, 00:29 - אנונימוס: <מדיה הושמטה>
01/05/17, 00:30 - אנונימוס: אה?
01/05/17, 00:38 - Yochai: קניתם טלויזיה?
01/05/17, 00:43 - אנונימוס: כן
01/05/17, 16:57 - Yochai: <מדיה הושמטה>
01/05/17, 16:57 - Yochai: שדרוג של המלווח
01/05/17, 17:06 - אנונימוס: https://docs.google.com/spreadsheets/d/19I7Be89P85Dprv8MHAFhTtU49TAt96gq5UyeQ5isCZk/edit?usp=sharing
01/05/17, 17:09 - אנונימוס: יוחאי איך נקראת השאלה שנפלת בה אצל פלנר אני צריך את הנוסחא שם
01/05/17, 17:09 - אנונימוס: יוחאי יש אצלי גבינה צהובה
01/05/17, 17:10 - Yochai: מאיפה אני זוכר
01/05/17, 23:35 - אנונימוס: סאחי חרשן
01/05/17, 23:38 - אנונימוס: חכו יש תמונה לוקח לזה זמן
01/05/17, 23:40 - אנונימוס: <מדיה הושמטה>
02/05/17, 00:16 - אנונימוס: <מדיה הושמטה>
02/05/17, 00:21 - אנונימוס: <מדיה הושמטה>
02/05/17, 00:35 - Yochai: איזה סאחי
02/05/17, 04:33 - Yochai: אנונימוס מה עם המצגת לןיגו?
02/05/17, 12:06 - אנונימוס: שאל את אנונימוס הוא אחראי
02/05/17, 12:15 - אנונימוס: <מדיה הושמטה>
02/05/17, 12:15 - אנונימוס: יוחאי יצא לקרב
02/05/17, 12:16 - Yochai: חחח
02/05/17, 12:17 - אנונימוס: עוד מעט אנונימוס יראנ את זה ישלח לה הודעה
02/05/17, 12:18 - Yochai: אנונימוס עם אבא שלו עכשיו
02/05/17, 12:18 - אנונימוס: נו על אחת כמה וכמה
02/05/17, 12:18 - אנונימוס: מתחיליל עם בחורות
02/05/17, 12:19 - Yochai: חחח
02/05/17, 14:19 - אנונימוס: שיהיה לו בהצלחה
02/05/17, 14:40 - אנונימוס: אנונימוס תגובתך?
02/05/17, 14:40 - אנונימוס: אני במסעדה
02/05/17, 22:44 - אנונימוס: מחר 09:00 בבוקר יושבים על מצגת.
02/05/17, 22:44 - אנונימוס: 12:00 אוכלים ארוחות שעועית ... התקלקל לנו המקרר השעועית תשרוד עד מחר חחח
03/05/17, 08:03 - אנונימוס: אנונימוס שלח לי גם תמצגת לביקורת
03/05/17, 09:35 - Yochai: איפה אתם יושבים על המצגת?
03/05/17, 09:47 - אנונימוס: מה הכוונה אתם
03/05/17, 09:51 - אנונימוס: 1200 תהיו אצלי
03/05/17, 09:52 - אנונימוס: לא
03/05/17, 09:52 - אנונימוס: בעצם
03/05/17, 09:52 - אנונימוס: סבבה
03/05/17, 09:55 - Yochai: אז אתם הולכים לסימולציה לפני?
03/05/17, 09:55 - אנונימוס: עזוב את זה היום
03/05/17, 09:55 - Yochai: את מה
03/05/17, 09:55 - Yochai: סימולציה?
03/05/17, 09:56 - Yochai: בשתיים יש לי שיעור אז קחו בחשבון
03/05/17, 09:56 - אנונימוס: אני ב 11 הולך לסימולציה
03/05/17, 09:56 - אנונימוס: נו אז בואו נשב עכשיו
03/05/17, 09:56 - אנונימוס: מה 11
03/05/17, 09:56 - אנונימוס: 12
03/05/17, 09:56 - אנונימוס: אני באוניברסיטה
03/05/17, 09:56 - Yochai: מה אתה עושה שם יחרשן
03/05/17, 09:57 - אנונימוס: אוכל סביח
03/05/17, 09:57 - Yochai: טוב מתארגן ובא לאוניברסיטה
03/05/17, 09:57 - אנונימוס: איפה אנונימוס
03/05/17, 09:57 - אנונימוס: הוא המנהיג
03/05/17, 09:58 - Yochai: הוא בדיוק סיים את העבושה בניהול פרוייקטים
03/05/17, 09:59 - אנונימוס: יוחאי תרשום מה ביקשו שנעשה שקריטי למצגת חוץ מהיישור
03/05/17, 09:59 - אנונימוס: ותתנו לי דוגמאות לבעיות
03/05/17, 09:59 - Yochai: איזה יישור
03/05/17, 09:59 - Yochai: תגיע לאוניברסיטה
03/05/17, 10:00 - אנונימוס: לא
03/05/17, 10:00 - אנונימוס: אנונימוס תזיז תצמך לכאן
03/05/17, 10:00 - אנונימוס: בעצם יודע מה
03/05/17, 10:00 - אנונימוס: תעשה תמצגת לבד
03/05/17, 10:00 - אנונימוס: אנחנו נעבור עליה
03/05/17, 10:01 - אנונימוס: ביחד עם ארז
03/05/17, 10:01 - אנונימוס: נלביש אותך יפה
03/05/17, 10:01 - אנונימוס: ונשלח אותך לויגו
03/05/17, 10:02 - Yochai: 🤙🏿
03/05/17, 10:02 - אנונימוס: זה ב 10 הפגישה?
03/05/17, 10:02 - Yochai: טוב אז אני בנתייים קופץ לעשות כמה בריכות
03/05/17, 10:02 - אנונימוס: צריך לקום ב7
03/05/17, 10:03 - אנונימוס: אנונימוס אתה לא יוחא היום
03/05/17, 10:03 - אנונימוס: אני ומנייאש במנגה היןפ
03/05/17, 10:32 - אנונימוס: למה המצגת של הסמינר לא בדרייב?
03/05/17, 10:35 - אנונימוס: אתה אחראי מצגות
03/05/17, 11:10 - אנונימוס: אני צריך תמצגת הזאת
03/05/17, 11:11 - אנונימוס: אין בעיה בוס
03/05/17, 11:11 - אנונימוס: כבש שולח
03/05/17, 11:15 - אנונימוס: אני ממתין אני תקוע
03/05/17, 11:16 - אנונימוס: כבר בוס
03/05/17, 11:18 - אנונימוס: בוס אני מתנצל אבל אתה לא רואה טוב בוס
03/05/17, 11:18 - אנונימוס: המצגת בדרייב
03/05/17, 11:19 - אנונימוס: היא לא שם
03/05/17, 11:19 - אנונימוס: בוס היא שם בוס
03/05/17, 11:20 - אנונימוס: <מדיה הושמטה>
03/05/17, 11:20 - אנונימוס: <מדיה הושמטה>
03/05/17, 11:20 - אנונימוס: הנה בוס
03/05/17, 11:20 - אנונימוס: שלחתי תמונה
03/05/17, 11:20 - אנונימוס: אז אני מבין שיש לכם בעיה לוגית עם ניהול תיקיות ...
03/05/17, 11:21 - אנונימוס: יכול להיות בוס
03/05/17, 11:21 - אנונימוס: בוס לקבוע לך תור לרופא עניים?
03/05/17, 11:43 - אנונימוס: אתם מגיעים ב-12:00 ?
03/05/17, 13:21 - Yochai: הפגישה בחמש זה אצל ארז?
03/05/17, 17:26 - אנונימוס: 😤
03/05/17, 17:26 - אנונימוס: טרמפ יום שלישי נמרוד
03/05/17, 17:26 - אנונימוס: ככה הוא שמחר אצלו
03/05/17, 17:27 - אנונימוס: ככ הוא שמור אצלו בפאךפון
03/05/17, 17:27 - אנונימוס: נמרוד
03/05/17, 17:27 - אנונימוס: אצל ארז
03/05/17, 17:27 - Yochai: חחחחח
03/05/17, 17:46 - אנונימוס: בהתחלה ביקש כן לרשום סיפור
03/05/17, 21:02 - Yochai: עד תשע וחצי אחד פלוס אחד?
03/05/17, 21:02 - Yochai: נספיק?
03/05/17, 21:02 - Yochai: או שנלך כבר למנגה
03/05/17, 21:03 - אנונימוס: אין 1+1 עד 9 וחצי
03/05/17, 21:03 - אנונימוס: זה עד 9
03/05/17, 21:03 - אנונימוס: אנחנו לא הולכים למנגה אי אפשר לראות את המשחק שם
03/05/17, 21:03 - אנונימוס: עפתי לרוץ
03/05/17, 21:11 - אנונימוס: <מדיה הושמטה>
03/05/17, 21:39 - אנונימוס: <מדיה הושמטה>
03/05/17, 21:43 - Yochai: מתי יציאה
03/05/17, 21:47 - אנונימוס: נו צאו
03/05/17, 21:47 - אנונימוס: אני אהיה ב10
03/05/17, 21:48 - Yochai: אז מה צאו
03/05/17, 21:48 - אנונימוס: תשמרו מקום
03/05/17, 21:49 - אנונימוס: מה קשה להיות לבד 5 דק
03/05/17, 21:50 - אנונימוס: אנונימוס צאו כבר
03/05/17, 21:51 - אנונימוס: יוצא
05/05/17, 22:37 - אנונימוס: יש בדרייב אקסל מילים לתיוג... תתייגו
06/05/17, 10:22 - Yochai: מה השם של הקובץ
06/05/17, 12:04 - אנונימוס: איזה מילים אלו
06/05/17, 12:05 - אנונימוס: מה הכתובת של השרת?
06/05/17, 12:06 - אנונימוס: לא זוכר ,אל את יוחאי
06/05/17, 12:08 - אנונימוס: איך קוראים לתוכנה שאתה מתחבר איתה? virm ?
06/05/17, 12:09 - אנונימוס: Moba exterm
06/05/17, 12:10 - אנונימוס: מה אתה צריך מהשרת
06/05/17, 12:12 - אנונימוס: פתחו רק 80 ללא 22?
06/05/17, 12:12 - אנונימוס: כן נו מה חשבת
06/05/17, 12:13 - אנונימוס: נו במאת אז תשנו בו שSSH יקשיב גם ב-80
06/05/17, 12:14 - אנונימוס: <מדיה הושמטה>
06/05/17, 12:17 - אנונימוס: יש שיטה אחאת
06/05/17, 12:17 - אנונימוס: שהיא.?
06/05/17, 12:17 - אנונימוס: חמה אתה צריך תשרת עוד לא קיבלנו דאטא
06/05/17, 12:18 - אנונימוס: אני אנסה עם פרוקסי
06/05/17, 12:51 - אנונימוס: http://jupyter-notebook.readthedocs.io/en/latest/public_server.html
צריכים לעשות את זה בשרת
07/05/17, 12:54 - אנונימוס: הלו
07/05/17, 12:54 - אנונימוס: ארז רוצה שמישהו יקח תדיסק און קי מנמרוד
07/05/17, 12:57 - אנונימוס: זרמו הוא ביקש שאשאל
